,painting_name,painting_title,img_url,painting_artist
260,John S. Sargent,,http://media.tate.org.uk/art/images/work/N/N03/N03993_10.jpg,"Cain, Neville"
261,Tug of War,,http://media.tate.org.uk/art/images/work/N/N04/N04326_10.jpg,"Caldecott, Randolph"
262,Broken Vows,,http://media.tate.org.uk/art/images/work/N/N05/N05780_10.jpg,"Calderon, Philip Hermogenes"
263,[title not known],,http://media.tate.org.uk/art/images/work/T/T09/T09693_10.jpg,"Callcott, Sir Augustus Wall"
264,Archive,,http://media.tate.org.uk/art/images/work/T/T07/T07119_10.jpg,"Callery, Simon"
265,The Grand Canal Venice,,http://media.tate.org.uk/art/images/work/N/N02/N02436_10.jpg,"Callow, William"
266,Meeting of Scottish Jacobites,,http://media.tate.org.uk/art/images/work/N/N01/N01921_10.jpg,"Calthrop, Claude"
267,Coast Scene,,http://media.tate.org.uk/art/images/work/T/T09/T09510_10.jpg,"Calvert, Charles"
268,Arcadian Herdsman,,http://media.tate.org.uk/art/images/work/T/T08/T08828_10.jpg,"Calvert, Edward"
269,The Mountain Fern,,http://media.tate.org.uk/art/images/work/P/P02/P02947_10.jpg,"Cameron, Katherine"
270,Turkish Fort,,http://media.tate.org.uk/art/images/work/P/P01/P01007_10.jpg,"Cameron, Sir David"
271,Southcoast,,http://media.tate.org.uk/art/images/work/T/T06/T06487_10.jpg,"Camp, Jeffery"
272,The Lollipop,,http://media.tate.org.uk/art/images/work/T/T07/T07057_10.jpg,"Campbell, James"
273,They Amuse Themselves,,,"Cardoso, Jos, Junior"
274,Under a Midsummer Sun,,http://media.tate.org.uk/art/images/work/T/T02/T02263_10.jpg,"Carline, George"
275,Self-Portrait,,http://media.tate.org.uk/art/images/work/T/T01/T01998_10.jpg,"Carline, Hilda"
276,Supper on the Terrace,,,"Carline, Nancy"
277,Sea Shore,,http://media.tate.org.uk/art/images/work/T/T03/T03597_10.jpg,"Carline, Richard"
278,Bank Holiday on Hampstead Heath,,http://media.tate.org.uk/art/images/work/T/T01/T01997_10.jpg,"Carline, Sydney"
279,"View from the Front of St John Lateran, Rome",,http://media.tate.org.uk/art/images/work/N/N05/N05460_10.jpg,"Carlisle, George Howard, Ninth Earl of"
280,Black Square,,http://media.tate.org.uk/art/images/work/T/T12/T12935_10.jpg,"Carnegie, Gillian"
281,Do You Know My Aunt Eliza?,,http://media.tate.org.uk/art/images/work/T/T11/T11911_10.jpg,"Carrington, Leonora"
282,Head of a Child (Jean-Ren Carrire?),,,"Carrire, Eugne"
283,Nude Model,,http://media.tate.org.uk/art/images/work/T/T00/T00443_10.jpg,"Carter, B.A.R."
284,The Last Ray,,http://media.tate.org.uk/art/images/work/N/N01/N01955_10.jpg,"Carter, Hugh"
285,Morning with the Wild Red Deer,,http://media.tate.org.uk/art/images/work/N/N01/N01559_10.jpg,"Carter, Samuel John"
286,The Refectory Table,,http://media.tate.org.uk/art/images/work/N/N04/N04896_10.jpg,"Carter, William"
287,Illustration to Ovid: The Death of Arachne,,http://media.tate.org.uk/art/images/work/T/T10/T10142_10.jpg,"Carwitham, Thomas"
288,Planimentary 303,,,"Casas, Juan Vila"
289,Miss Beatrice M. Dale Cast,,http://media.tate.org.uk/art/images/work/T/T04/T04878_10.jpg,"Cast, Jesse Dale"
290,Stream and Water Mill,,http://media.tate.org.uk/art/images/work/N/N03/N03505_10.jpg,"Cattermole, George"
291,Ulysses after the Shipwreck,,,"Cazin, Jean-Charles"
292,Evening,,http://media.tate.org.uk/art/images/work/N/N05/N05571_10.jpg,"Cazin, Marie"
293,The Blue Circus,,http://media.tate.org.uk/art/images/work/N/N06/N06136_10.jpg,"Chagall, Marc"
294,"A Representation of the Persians in the Costume of their Country, Attending at Carlton Palace",,http://media.tate.org.uk/art/images/work/T/T02/T02357_10.jpg,"Chalon, Henry Bernard"
295,The Dangerous Corner,,http://media.tate.org.uk/art/images/work/N/N06/N06220_10.jpg,"Chamberlain, Christopher"
296,The Hay-Barge,,http://media.tate.org.uk/art/images/work/T/T00/T00967_10.jpg,"Chambers, George"
297,William Godwin,,http://media.tate.org.uk/art/images/work/N/N01/N01208_10.jpg,"Chandler, J.W."
298,Hills of Gold,,http://media.tate.org.uk/art/images/work/T/T00/T00724_10.jpg,"Chandra, Avinash"
299,See-Thru,,http://media.tate.org.uk/art/images/work/T/T13/T13040_10.jpg,"Channer, Alice"
300,"Lichfield Cathedral, the Interior from the Organ",,http://media.tate.org.uk/art/images/work/T/T10/T10136_10.jpg,"Chantrey, Sir Francis Legatt"
301,Threatening Weather,,http://media.tate.org.uk/art/images/work/N/N03/N03394_10.jpg,"Charles, James"
302,Pandora,,,"Charlton, Evan"
303,Elephants,,,"Charlton, George"
304,The Park of Sansac (Indre-et-Loire),,,"Charnay, Armand"
305,The Keynote,,,"Chase, William"
306,Landscape,,http://media.tate.org.uk/art/images/work/T/T10/T10164_10.jpg,"Chatelain, Jean Baptiste Claude"
307,Across the Marshes,,,"Cheston, Charles"
308,"Betchworth Lane, October",,http://media.tate.org.uk/art/images/work/N/N03/N03905_10.jpg,"Cheston, Evelyn"
309,Water Bearer,,http://media.tate.org.uk/art/images/work/T/T03/T03469_10.jpg,"Chia, Sandro"
310,Composition with Palm Trees,,http://media.tate.org.uk/art/images/work/T/T00/T00377_10.jpg,"Chighine, Alfredo"
311,Head of a Dromedary,,http://media.tate.org.uk/art/images/work/T/T08/T08810_10.jpg,"Chinnery, George"
312,Spanish Landscape,,http://media.tate.org.uk/art/images/work/N/N05/N05433_10.jpg,"Chowne, Gerard"
313,Aldeburgh Beach,,http://media.tate.org.uk/art/images/work/T/T03/T03621_10.jpg,"Churchyard, Thomas"
314,Vulcan Catching Mars and Venus in his Net,,http://media.tate.org.uk/art/images/work/T/T00/T00578_10.jpg,"Chron, Louis"
315,Diaphanous Day,,http://media.tate.org.uk/art/images/work/N/N04/N04427_10.jpg,"Ciardi, Emma"
316,Sleeping Nymph and Putti,,http://media.tate.org.uk/art/images/work/T/T09/T09511_10.jpg,"Cipriani, Giovanni Battista"
317,Early Promise,,http://media.tate.org.uk/art/images/work/N/N01/N01610_10.jpg,"Clark, Joseph"
318,Planes on Modulated Surface (Study) (61),,,"Clark, Lygia"
319,Still Life of a Basket on a Chair,,http://media.tate.org.uk/art/images/work/T/T05/T05773_10.jpg,"Clarke Hall, Lady Edna"
320,Child with a Water-Melon,,http://media.tate.org.uk/art/images/work/T/T00/T00302_10.jpg,"Clav, Antoni"
321,Vestito/Vestitia,,,"Clemente, Francesco"
322,Volcanic City,,,"Clemente, Jack"
323,Samuels Reproach to Saul,,http://media.tate.org.uk/art/images/work/T/T05/T05745_10.jpg,"Cleyn, Francis"
324,Hampstead from the South-East,,http://media.tate.org.uk/art/images/work/N/N04/N04809_10.jpg,"Clint, Alfred"
325,Falstaffs Assignation with Mrs Ford,,http://media.tate.org.uk/art/images/work/N/N00/N00377_10.jpg,"Clint, George"
326,Self-Portrait Etching,,,"Close, Chuck"
327,Stack,,http://media.tate.org.uk/art/images/work/T/T13/T13200_10.jpg,"Clough, Prunella"
328,The Childrens Orchestra,,http://media.tate.org.uk/art/images/work/N/N04/N04928_10.jpg,"Coates, George"
329,Solitude,,,"Cockram, George"
330,Out There,,http://media.tate.org.uk/art/images/work/T/T07/T07028_10.jpg,"Cohen, Bernard"
331,Study for The Gorse Bush,,http://media.tate.org.uk/art/images/work/T/T07/T07914_10.jpg,"Coker, Peter"
332,"Nude, Camberwell",,,"Coldstream, Sir William"
333,A Boy,,http://media.tate.org.uk/art/images/work/T/T09/T09716_10.jpg,"Cole, George Vicat"
334,Arcangelus Corellius,,http://media.tate.org.uk/art/images/work/T/T11/T11337_10.jpg,"Cole, T"
335,The Jealous Lover,,http://media.tate.org.uk/art/images/work/T/T08/T08824_10.jpg,"Collet, John"
336,"A Trompe lOeil of Newspapers, Letters and Writing Implements on a Wooden Board",,http://media.tate.org.uk/art/images/work/T/T03/T03853_10.jpg,"Collier, Edward"
337,Mrs Huxley,,http://media.tate.org.uk/art/images/work/N/N04/N04378_10.jpg,"Collier, The Hon. John"
338,Cromer,,http://media.tate.org.uk/art/images/work/N/N03/N03577_10.jpg,"Collier, Thomas"
339,Artistic Butchery,,http://media.tate.org.uk/art/images/work/T/T09/T09548_10.jpg,"Collings, Samuel"
340,Landscape: Nocturne,,http://media.tate.org.uk/art/images/work/T/T07/T07832_10.jpg,"Collins, Cecil"
341,Lobster on a Delft Dish,,http://media.tate.org.uk/art/images/work/T/T03/T03301_10.jpg,"Collins, Charles"
342,"May, in the Regents Park",,http://media.tate.org.uk/art/images/work/T/T03/T03025_10.jpg,"Collins, Charles Allston"
343,Listening Woman,,,"Collins, Elisabeth"
344,A Haywain,,http://media.tate.org.uk/art/images/work/T/T10/T10662_10.jpg,"Collins, William"
345,Home Again,,http://media.tate.org.uk/art/images/work/T/T04/T04105_10.jpg,"Collinson, James"
346,The Death of Amelia,,http://media.tate.org.uk/art/images/work/T/T02/T02109_10.jpg,"Colman, Samuel"
347,Scylla,,http://media.tate.org.uk/art/images/work/T/T02/T02140_10.jpg,"Colquhoun, Ithell"
348,The Fortune Teller,,http://media.tate.org.uk/art/images/work/T/T02/T02076_10.jpg,"Colquhoun, Robert"
349,Landscape with Cottage and Figures,,http://media.tate.org.uk/art/images/work/T/T03/T03236_10.jpg,"Constable, George"
350,View in the Stour Valley looking towards Langham Church from Dedham,,,"Constable, John"
351,Near Stoke-by-Nayland,,http://media.tate.org.uk/art/images/work/T/T01/T01258_10.jpg,"Constable, Lionel Bicknell"
352,"After Us, Liberty",,http://media.tate.org.uk/art/images/work/T/T03/T03705_10.jpg,Constant
353,Painting,,http://media.tate.org.uk/art/images/work/T/T01/T01576_10.jpg,"Cook, Barrie"
354,"Lelant, November 1998",,http://media.tate.org.uk/art/images/work/T/T12/T12327_10.jpg,"Cook, Richard"
355,Totnes from the Sharpham Road,,http://media.tate.org.uk/art/images/work/T/T08/T08776_10.jpg,"Cook, William, of Plymouth"
356,"Boat, near Venice",,http://media.tate.org.uk/art/images/work/N/N01/N01968_10.jpg,"Cooke, Edward William"
357,Self-Portrait,,http://media.tate.org.uk/art/images/work/T/T00/T00278_10.jpg,"Cooke, Jean"
358,New Accursed Art Club,,http://media.tate.org.uk/art/images/work/T/T12/T12820_10.jpg,"Cooke, Nigel"
359,[title not known],,http://media.tate.org.uk/art/images/work/T/T11/T11301_10.jpg,"Cooper, Abraham"
360,Congeries B/4/7,,http://media.tate.org.uk/art/images/work/T/T00/T00574_10.jpg,"Cooper, Austin"
361,Italian Landscape,,http://media.tate.org.uk/art/images/work/T/T09/T09509_10.jpg,"Cooper, George"
362,[title not known],,http://media.tate.org.uk/art/images/work/T/T11/T11447_10.jpg,"Cooper, Richard, Junior"
363,A Cow and Two Sheep,,http://media.tate.org.uk/art/images/work/N/N01/N01976_10.jpg,"Cooper, Thomas Sidney"
364,Portrait of Mrs Gill,,http://media.tate.org.uk/art/images/work/T/T02/T02386_10.jpg,"Copley, John Singleton"
365,Place de lOpra,,http://media.tate.org.uk/art/images/work/T/T00/T00442_10.jpg,"Copley, William N."
366,Val dArno: Evening,,http://media.tate.org.uk/art/images/work/N/N01/N01899_10.jpg,"Corbet, Matthew Ridley"
367,Death of Thomas Becket,,http://media.tate.org.uk/art/images/work/T/T10/T10119_10.jpg,"Corbould, Richard"
368,No. 12,,,"Cordell, Magda"
369,Magdalen with Pearls in her Hair,,http://media.tate.org.uk/art/images/work/T/T05/T05866_10.jpg,"Corinth, Lovis"
370,"Portrait of a Gentleman, his Wife and Sister, in the Character of Fortitude introducing Hope as the Companion to Distress (The Witts Family Group)",,http://media.tate.org.uk/art/images/work/T/T06/T06969_10.jpg,"Cosway, Richard"
371,"Anna Maria Astley, Aged Seven, and her Brother Edward, Aged Five and a Half",,http://media.tate.org.uk/art/images/work/T/T03/T03251_10.jpg,"Cotes, Francis"
372,Sailing Ships on a River. Verso: Study of a Wooden Fence and Trees,,http://media.tate.org.uk/art/images/work/T/T09/T09568_10.jpg,"Cotman, John Joseph"
373,A Study,,http://media.tate.org.uk/art/images/work/T/T11/T11534_10.jpg,"Cotman, John Sell"
374,An Outdoor School of Painting,,http://media.tate.org.uk/art/images/work/T/T03/T03549_10.jpg,"Cowie, James"
375,Lucretia Borgia Reigns in the Vatican in the Absence of Pope Alexander VI,,http://media.tate.org.uk/art/images/work/N/N02/N02973_10.jpg,"Cowper, Frank Cadogan"
376,Study of Pine Trees,,http://media.tate.org.uk/art/images/work/T/T08/T08823_10.jpg,"Cox, David"
377,Blue Bird,,http://media.tate.org.uk/art/images/work/T/T01/T01062_10.jpg,"Coxon, Raymond"
378,43. [title not known],,http://media.tate.org.uk/art/images/work/T/T11/T11723_10.jpg,"Cozens, Alexander"
379,Study of Trees,,http://media.tate.org.uk/art/images/work/T/T10/T10665_10.jpg,"Cozens, John Robert"
380,A Peacock and Other Birds in a Landscape,,http://media.tate.org.uk/art/images/work/T/T06/T06488_10.jpg,"Cradock, Marmaduke"
381,The Heretic,,http://media.tate.org.uk/art/images/work/N/N02/N02071_10.jpg,"Craig, Frank"
382,Monks Merrymaking,,http://media.tate.org.uk/art/images/work/T/T01/T01048_10.jpg,"Cranch, John"
383,The Dove,,http://media.tate.org.uk/art/images/work/N/N03/N03680_10.jpg,"Crawhall, Joseph"
384,Cretan Portrait,,,"Craxton, John"
385,"View from the Observatory, Greenwich",,,"Creffield, Dennis"
386,The Ford,,http://media.tate.org.uk/art/images/work/N/N01/N01785_10.jpg,"Creswick, Thomas"
387,Aurora Borealis,,,"Crippa, Roberto"
388,"Pine Trees, Borrowdale",,http://media.tate.org.uk/art/images/work/T/T09/T09926_10.jpg,"Cristall, Joshua"
389,Landscape,,http://media.tate.org.uk/art/images/work/T/T08/T08757_10.jpg,"Crome, John"
390,Moonlight,,http://media.tate.org.uk/art/images/work/N/N02/N02643_10.jpg,"Crome, John Berney"
391,"Hampstead, from behind Wetherall Place",,,"Crotch, Dr William"
392,Portrait of Edison,,http://media.tate.org.uk/art/images/work/T/T02/T02315_10.jpg,"Crotti, Jean"
393,Boulogne-sur-mer,,http://media.tate.org.uk/art/images/work/T/T08/T08911_10.jpg,"Crowe, Eyre"
394,Untitled (Essex Wilderness),,,"Crozier, William"
395,Worship of Bacchus,,,"Cruikshank, George"
396,AC: Blind dates 3,,,"Cruzvillegas, Abraham"
397,"Carew Castle, Pembrokeshire",,http://media.tate.org.uk/art/images/work/T/T10/T10343_10.jpg,"Cuitt, George, Junior"
398,"Inside the Peak Cavern, Castleton, Derbyshire",,http://media.tate.org.uk/art/images/work/T/T02/T02304_10.jpg,"Cumberland, George"
399,Building in Berkeley Square,,http://media.tate.org.uk/art/images/work/N/N04/N04963_10.jpg,"Cundall, Charles"
400,Smiling Woman,,,"Cundell, Nora L.M."
401,Head of a Woman,,http://media.tate.org.uk/art/images/work/N/N04/N04090_10.jpg,"Currie, John S."
402,Scottish Mercenaries,,http://media.tate.org.uk/art/images/work/T/T11/T11860_10.jpg,"Currie, Ken"
403,The Avenue at the Jas de Bouffan,,http://media.tate.org.uk/art/images/work/T/T01/T01074_10.jpg,"Czanne, Paul"
404,Four Donkeys,,http://media.tate.org.uk/art/images/work/T/T11/T11629_10.jpg,"Dacre, Lady"
405,Gold Lace has a Charm for the Fair,,http://media.tate.org.uk/art/images/work/N/N02/N02264_10.jpg,"Dadd, Frank"
406,Wandering Musicians,,http://media.tate.org.uk/art/images/work/T/T12/T12133_10.jpg,"Dadd, Richard"
407,Portrait of Mrs Haire,,http://media.tate.org.uk/art/images/work/T/T06/T06499_10.jpg,"Dahl, Michael"
408,"View of Hackfall, Yorkshire, (Cocklington Church)",,http://media.tate.org.uk/art/images/work/T/T08/T08891_10.jpg,"Dall, Nicholas Thomas"
409,The Farnese Hercules,,http://media.tate.org.uk/art/images/work/T/T08/T08241_10.jpg,"Dalton, Richard"
410,The Battlefield,,http://media.tate.org.uk/art/images/work/N/N04/N04128_10.jpg,"Dalziel, Edward"
411,Spring Flowers,,http://media.tate.org.uk/art/images/work/N/N04/N04130_10.jpg,"Dalziel, Edward Gurden"
412,The Alarm,,http://media.tate.org.uk/art/images/work/N/N04/N04131_10.jpg,"Dalziel, Thomas"
413,Landscape with Horsemen and Trees,,http://media.tate.org.uk/art/images/work/T/T09/T09598_10.jpg,"Damer, Anne Seymour"
414,Romantic Woodland,,http://media.tate.org.uk/art/images/work/T/T08/T08139_10.jpg,"Danby, Francis"
415,"Sawrey Gilpin, R.A.",,http://media.tate.org.uk/art/images/work/T/T11/T11685_10.jpg,"Dance, George"
416,Tea Party,,http://media.tate.org.uk/art/images/work/T/T10/T10691_10.jpg,"Dance-Holland, Sir Nathaniel"
417,"Sir Charles Warre Malet, Concluding a Treaty in 1790 in Durbar with the Peshwa of the Maratha Empire",,http://media.tate.org.uk/art/images/work/T/T12/T12511_10.jpg,"Daniell, Thomas"
418,Brighton,,http://media.tate.org.uk/art/images/work/T/T03/T03240_10.jpg,"Daniell, William"
419,Bogeyman,,,"Dant, Adam"
420,"Card Index: Filing Cabinet, Part 2",,http://media.tate.org.uk/art/images/work/T/T03/T03410_10.jpg,"Darboven, Hanne"
421,"Poured Painting: Blue, Black, Blue",,http://media.tate.org.uk/art/images/work/T/T07/T07837_10.jpg,"Davenport, Ian"
422,Untitled,,,"David, Enrico"
423,Village Myths No. 36,,http://media.tate.org.uk/art/images/work/T/T03/T03815_10.jpg,"Davie, Alan"
424,Small Touching Squares Painting,,http://media.tate.org.uk/art/images/work/T/T07/T07426_10.jpg,"Davies, Peter"
425,Studies of a Child and Two Women,,http://media.tate.org.uk/art/images/work/T/T08/T08877_10.jpg,"Davis, Edward Thompson, of Worcester"
426,Quiet Firecracker,,http://media.tate.org.uk/art/images/work/T/T01/T01116_10.jpg,"Davis, Gene"
427,Approaching Night,,http://media.tate.org.uk/art/images/work/N/N01/N01774_10.jpg,"Davis, Henry William Banks"
428,View from Snieders Hotel of the Arno,,http://media.tate.org.uk/art/images/work/T/T11/T11638_10.jpg,"Davis, John Scarlett"
429,Fan: Masques and Bergamasques,,http://media.tate.org.uk/art/images/work/N/N03/N03004_10.jpg,"Davis, Lady"
430,A Days Sport at Bidston Hill,,http://media.tate.org.uk/art/images/work/T/T04/T04170_10.jpg,"Davis, William"
431,Naomi and her Daughters,,http://media.tate.org.uk/art/images/work/T/T05/T05746_10.jpg,"Dawe, George"
432,"Tunbridge Priory, Kent, engraved by J. Greig",,http://media.tate.org.uk/art/images/work/T/T06/T06416_10.jpg,"Dayes, Edward"
433,Olympia de la Fontaine,,,"De Belleroche, Count Albert"
434,The Uncertainty of the Poet,,http://media.tate.org.uk/art/images/work/T/T04/T04109_10.jpg,"De Chirico, Giorgio"
435,Immigrant Head of an Algerian,,http://media.tate.org.uk/art/images/work/T/T11/T11826_10.jpg,"De Francia, Peter"
436,Soir Antique,,http://media.tate.org.uk/art/images/work/N/N04/N04805_10.jpg,"De Glehn, Wilfred Gabriel"
437,Interior: Exterior,,http://media.tate.org.uk/art/images/work/T/T03/T03220_10.jpg,"De Grey, Sir Roger"
438,"Peasants among Ruined Walls, Expostulating with Travellers",,http://media.tate.org.uk/art/images/work/T/T09/T09518_10.jpg,"De Loutherbourg, Philip James"
439,Marriage,,http://media.tate.org.uk/art/images/work/T/T01/T01092_10.jpg,"De Maistre, Roy"
440,"View of Cromer, a Sheep in the Foreground",,http://media.tate.org.uk/art/images/work/T/T09/T09485_10.jpg,"De Wint, Peter"
441,Classical Landscape,,http://media.tate.org.uk/art/images/work/T/T08/T08256_10.jpg,"Deacon, James"
442,Sheeps Skull and Ferns,,,"Dean, Catherine"
443,"Part of St Augustines Monastery, Canterbury, Kent, engraved by W. Deeble",,http://media.tate.org.uk/art/images/work/T/T06/T06417_10.jpg,"Deeble, W."
444,Woman in a Tub,,http://media.tate.org.uk/art/images/work/T/T03/T03563_10.jpg,"Degas, Edgar"
445,"Waterperry, Oxfordshire",,http://media.tate.org.uk/art/images/work/T/T01/T01050_10.jpg,"Delamotte, William Alfred"
446,Endless Rhythm,,http://media.tate.org.uk/art/images/work/T/T01/T01233_10.jpg,"Delaunay, Robert"
447,Triptych,,,"Delaunay, Sonia"
448,The History of the World,,http://media.tate.org.uk/art/images/work/T/T12/T12868_10.jpg,"Deller, Jeremy"
449,Leda,,http://media.tate.org.uk/art/images/work/T/T03/T03361_10.jpg,"Delvaux, Paul"
450,"Dieppe Castle, after Cotman",,http://media.tate.org.uk/art/images/work/T/T10/T10449_10.jpg,"Denham, John Charles"
451,A Girl in a Straw Hat,,http://media.tate.org.uk/art/images/work/T/T07/T07322_10.jpg,"Denner, Balthasar"
452,The Confinement of Richard Dadd,,http://media.tate.org.uk/art/images/work/T/T06/T06531_10.jpg,"Dennis, Jeffrey"
453,Glass I. From Here,,http://media.tate.org.uk/art/images/work/T/T01/T01919_10.jpg,"Denny, Robyn"
454,The Painter and his Family,,http://media.tate.org.uk/art/images/work/T/T04/T04923_10.jpg,"Derain, Andr"
455,The Saltonstall Family,,http://media.tate.org.uk/art/images/work/T/T02/T02020_10.jpg,"Des Granges, David"
456,Large Port of Ste,,,"Desnoyer, Franois"
